fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	extra_trees	early_stopping_rounds	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	parametro	iteracion
20220831 204434	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	149	TRUE	TRUE	131	0.049257198013418	0.783941376822421	218	10	0.46964230901077	55
20220831 204444	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	423	TRUE	TRUE	303	0.0182855988626591	0.73593151498272	270	870	0.471134853526204	56
20220831 204459	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	934	TRUE	TRUE	528	0.0100235931761419	0.467523558826937	285	795	0.468734058442316	57
20220831 204503	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	193	TRUE	TRUE	125	0.0521685869555071	0.587862633155847	533	826	0.465125047730859	58
20220831 204506	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	207	TRUE	TRUE	127	0.0510643549566193	0.551307635131591	741	332	0.457486210312222	59
20220831 204509	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	164	TRUE	TRUE	122	0.0542476142064479	0.695131176331749	9	10	0.467346659733386	60
20220831 204519	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	638	TRUE	TRUE	280	0.0199943891136944	0.601102382172216	534	980	0.467366835182299	61
20220831 204526	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	375	TRUE	TRUE	258	0.021853837074093	0.631219839654871	416	186	0.46935119998808	62
20220831 204531	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	432	TRUE	TRUE	170	0.0357012141325871	0.546066179719803	513	1000	0.468157928791772	63
20220831 204536	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	564	TRUE	TRUE	213	0.0273222341107272	0.203992056223705	452	997	0.463951382470697	64
20220831 204544	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	379	TRUE	TRUE	305	0.018153975944167	0.799639276415347	267	274	0.468769844920538	65
20220831 204556	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	670	TRUE	TRUE	400	0.0134929318128974	0.755729727759852	329	844	0.4689311846284	66
20220831 204605	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	430	TRUE	TRUE	274	0.0204098021817875	0.565896932111206	262	1000	0.470656466504282	67
20220831 204613	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	453	TRUE	TRUE	212	0.0274458587961511	0.620807470284525	431	487	0.469164735358762	68
20220831 204627	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	294	TRUE	TRUE	275	0.0203644029831756	0.670856999729895	95	995	0.466435367691284	69
20220831 204635	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	362	TRUE	TRUE	274	0.0204302808135219	0.656707338043832	362	710	0.468232185908666	70
20220831 204642	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	344	TRUE	TRUE	214	0.0270318570255489	0.740308125431285	403	201	0.468496061307384	71
20220831 204650	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	349	TRUE	TRUE	208	0.0280086749210579	0.648949672273667	251	10	0.470373520661273	72
20220831 204656	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	219	TRUE	TRUE	156	0.0395910490538073	0.594502689224703	261	999	0.470784370646938	73
20220831 204703	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	298	TRUE	TRUE	256	0.0221055918202418	0.779728459774507	266	429	0.469645942502332	74
20220831 204710	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	196	TRUE	TRUE	177	0.0338984382638493	0.577478616521704	265	989	0.46830395225985	75
20220831 204715	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	356	TRUE	TRUE	156	0.0396709382995078	0.437468306119865	361	872	0.469980608001833	76
20220831 204721	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	313	TRUE	TRUE	148	0.0420249745972344	0.618863208915654	429	983	0.467166838661131	77
20220831 204726	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	131	TRUE	TRUE	154	0.0402019403596303	0.494541805905033	105	876	0.468962740568745	78
20220831 204733	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	248	TRUE	TRUE	158	0.039030016246724	0.564623406569577	258	726	0.468573651735417	79
20220831 204737	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	143	TRUE	TRUE	129	0.0500013652995205	0.465772159383558	266	1000	0.466847104228317	80
20220831 204741	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	484	TRUE	TRUE	153	0.040328315883928	0.206570867848563	538	630	0.461379256774007	81
20220831 204746	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	219	TRUE	TRUE	152	0.0406516669370565	0.404455195351791	254	973	0.461873348767847	82
20220831 204753	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	191	TRUE	TRUE	157	0.0391492927155577	0.779339059604835	98	962	0.462648514469698	83
20220831 204757	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	117	TRUE	TRUE	124	0.0529735059871395	0.695265282803987	259	977	0.463935831286007	84
20220831 204811	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	703	TRUE	TRUE	528	0.0100369090450461	0.502473365617587	78	39	0.468013284308936	85
20220831 204817	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	376	TRUE	TRUE	219	0.0263572389466375	0.5583232073879	490	76	0.465943672504234	86
20220831 204823	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	470	TRUE	TRUE	219	0.0263880184828378	0.448644171599213	379	449	0.469276932076327	87
20220831 204837	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	643	TRUE	TRUE	529	0.0100194661306651	0.588477978211872	180	851	0.470706849415524	88
20220831 204843	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	199	TRUE	TRUE	225	0.0255281253057409	0.546502584450162	119	576	0.467801844254861	89
20220831 204847	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	245	TRUE	TRUE	126	0.0517751327876034	0.453309045268906	506	381	0.465472437885259	90
20220831 204902	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	953	TRUE	TRUE	528	0.010027263118765	0.79864427023625	350	66	0.470134101960535	91
20220831 204919	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	649	TRUE	TRUE	529	0.0100056547178524	0.756962569691821	139	59	0.468532419222736	92
20220831 204923	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	210	TRUE	TRUE	140	0.0454487516483959	0.548072344924217	337	918	0.465836295619672	93
20220831 204928	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	223	TRUE	TRUE	161	0.0380990859407017	0.544229055007637	375	906	0.46717630504969	94
20220831 204932	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	361	TRUE	TRUE	157	0.0392384324074678	0.438182512923772	520	844	0.467938444240296	95
20220831 204944	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	1028	TRUE	TRUE	529	0.0100003984208251	0.330015951041007	273	280	0.467661626596259	96
20220831 204958	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	716	TRUE	TRUE	528	0.0100245389380064	0.61697245525406	261	459	0.469374795335399	97
20220831 205219	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	2812	TRUE	TRUE	528	0.0100396287408094	0.46839481227472	1	819	0.45252267356544	98
20220831 205228	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	336	TRUE	TRUE	245	0.0231581674065351	0.640171702255955	191	1000	0.466187876981572	99
20220831 205240	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	952	TRUE	TRUE	524	0.0101090145668512	0.508111881941586	266	180	0.468676463376604	100
20220831 205254	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	858	TRUE	TRUE	528	0.0100343200432281	0.574737507075568	280	986	0.470683511921462	101
20220831 205301	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	544	TRUE	TRUE	281	0.0198512810275368	0.448291426364143	425	937	0.466893889621903	102
20220831 205305	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	186	TRUE	TRUE	153	0.0406110320791906	0.484401673328085	94	21	0.467282567631315	103
20220831 205311	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	546	TRUE	TRUE	258	0.0218531606122117	0.22311068095568	344	382	0.465920401259332	104
20220831 205314	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	131	TRUE	TRUE	133	0.0483291765411393	0.780898992418191	78	10	0.465376893526828	105
20220831 205323	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	92	TRUE	TRUE	150	0.0414304469652432	0.595635848274941	34	881	0.461272273110224	106
20220831 205327	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	203	TRUE	TRUE	158	0.038978428535508	0.470053040249069	281	592	0.467683568064205	107
20220831 205337	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	1214	TRUE	TRUE	528	0.0100355619807704	0.250803347705022	400	12	0.46631229731766	108
20220831 205350	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	1686	TRUE	TRUE	529	0.0100079442773202	0.270664006077296	441	693	0.467882759710222	109
20220831 205354	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	146	TRUE	TRUE	130	0.049963058886678	0.617922961691901	184	11	0.468921733926915	110
20220831 205358	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	156	TRUE	TRUE	114	0.0594804499074641	0.699350339819539	248	10	0.468594630255068	111
20220831 205405	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	667	TRUE	TRUE	217	0.0266356865463986	0.325868337109349	405	656	0.466174583352246	112
20220831 205407	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	118	TRUE	TRUE	110	0.0620418695852013	0.437738446769756	368	786	0.465032610200088	113
20220831 205415	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	491	TRUE	TRUE	297	0.0187082202945864	0.630692460654014	1	10	0.470014589117699	114
20220831 205422	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	200	TRUE	TRUE	221	0.0261407128545172	0.652348177916542	100	140	0.464969338057943	115
20220831 205438	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	660	TRUE	TRUE	529	0.0100124003336361	0.742498520526185	174	616	0.470068362758854	116
20220831 205442	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	188	TRUE	TRUE	127	0.0511067759791211	0.345206802904191	354	73	0.467202542913516	117
20220831 205451	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	558	TRUE	TRUE	282	0.0197891055762355	0.796301669537441	472	964	0.468688574912647	118
20220831 205455	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	124	TRUE	TRUE	127	0.0514482813652568	0.794104928976486	352	69	0.468015098234934	119
20220831 205458	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	157	TRUE	TRUE	126	0.0520019728025229	0.50772383543164	56	10	0.469239797807162	120
20220831 205501	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	138	TRUE	TRUE	120	0.0553019765331726	0.458262653649564	386	10	0.467103082687446	121
20220831 205506	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	544	TRUE	TRUE	299	0.018557565380431	0.315697253031894	1	10	0.471104854049597	122
20220831 205511	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	379	TRUE	TRUE	273	0.0205009597209341	0.452676602202958	1	10	0.471352972792146	123
20220831 205523	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	843	TRUE	TRUE	529	0.0100070038978003	0.297708177580011	148	538	0.467023084118761	124
20220831 205531	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	633	TRUE	TRUE	370	0.0146964579657925	0.205948926236381	135	139	0.464659808272385	125
20220831 205538	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	366	TRUE	TRUE	252	0.0224955898867402	0.784793836867813	429	10	0.470537589289105	126
20220831 205542	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	223	TRUE	TRUE	125	0.0525430706252044	0.337178160576135	427	836	0.468946080849958	127
20220831 205555	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	1670	TRUE	TRUE	521	0.0101807821555092	0.226165945387155	299	979	0.4667416482191	128
20220831 205610	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	917	TRUE	TRUE	526	0.0100700491770865	0.717575043247142	453	558	0.468966891665515	129
20220831 205617	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	364	TRUE	TRUE	297	0.0187211271786952	0.41776687163318	165	562	0.466720317312901	130
20220831 205653	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	1264	TRUE	TRUE	214	0.0270301196759926	0.279523056883696	0	268	0.457517611256772	131
20220831 205708	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	2065	TRUE	TRUE	526	0.0100787118885888	0.286698806569055	637	992	0.464021276585078	132
20220831 205714	binary	average_precision	TRUE	TRUE	FALSE	-100	102191	-1	0	0	0	31	267	TRUE	TRUE	231	0.0247765896727051	0.723874694842792	264	116	0.470962536904026	133
