"id","B2","B3","B4","B8","B8A","B11","B12","foto_mes","nvdi","evi"
384,0.0630000010132789,0.0832000002264976,0.0914999991655349,0.190400004386902,0.206900000572205,0.26240000128746,0.194700002670288,"2020-11",0.350833643047366,0.195161429203207
384,0.108400002121925,0.148399993777275,0.216199994087219,0.303999990224838,0.315499991178513,0.431699991226196,0.32710000872612,"2020-12",0.168781235650614,0.122749132005456
384,0.0562999993562698,0.102099999785423,0.0832000002264976,0.322800010442734,0.355500012636185,0.30019998550415,0.181700006127357,"2021-01",0.590147792905943,0.427933572726691
384,0.0238499995321035,0.0452499985694885,0.0209999997168779,0.469799995422363,0.480500012636185,0.215599998831749,0.0974500030279159,"2021-02",0.914425428179069,0.791855596771102
384,0.024049999192357,0.0561500005424022,0.0256999991834163,0.437000006437302,0.450300008058548,0.205750003457069,0.097300000488758,"2021-03",0.88891290740773,0.728828885651423
385,0.0456000007688999,0.067900002002716,0.0700000002980232,0.280200004577637,0.292100012302399,0.245100006461143,0.162400007247925,"2020-10",0.600228444754722,0.386909152162616
385,0.0649000033736229,0.0843999981880188,0.0967999994754791,0.190400004386902,0.207300007343292,0.268999993801117,0.203600004315376,"2020-11",0.325905305197257,0.18217915579604
385,0.108400002121925,0.149399995803833,0.215800002217293,0.303799986839294,0.312999993562698,0.4341000020504,0.329199999570847,"2020-12",0.16936102093031,0.123207864862323
385,0.0538999997079372,0.097300000488758,0.0797000005841255,0.335599988698959,0.355399996042252,0.298200011253357,0.180000007152557,"2021-01",0.616181061204898,0.453868236551656
385,0.0233500003814697,0.0457499995827674,0.0211500003933906,0.474200010299683,0.491600006818771,0.217600002884865,0.0965500026941299,"2021-02",0.914605834513667,0.794281117819433
385,0.0250499993562698,0.0548500008881092,0.0248499996960163,0.43299999833107,0.449149996042252,0.204199999570847,0.097350001335144,"2021-03",0.89144916543367,0.731858197644209
386,0.0434999987483024,0.0706000030040741,0.0698999986052513,0.286399990320206,0.291999995708466,0.245900005102158,0.165099993348122,"2020-10",0.607634011911938,0.392338068707369
386,0.0678000003099441,0.0877000018954277,0.0989999994635582,0.194000005722046,0.209000006318092,0.269800007343292,0.205200001597404,"2020-11",0.32423209753293,0.185619394773761
386,0.108999997377396,0.148200005292892,0.215800002217293,0.305400013923645,0.316500008106232,0.436699986457825,0.331000000238419,"2020-12",0.171910991810337,0.125652113857173
386,0.0527999997138977,0.098300002515316,0.0722000002861023,0.339800000190735,0.356900006532669,0.297399997711182,0.179399996995926,"2021-01",0.649514562123592,0.485838778353247
386,0.0233500003814697,0.045049998909235,0.0217000003904104,0.479200005531311,0.497099995613098,0.218099996447563,0.097850002348423,"2021-02",0.913355958738792,0.797441222119104
386,0.0249000005424022,0.0544500015676021,0.0257500000298023,0.440400004386902,0.451599985361099,0.206200003623962,0.0974999964237213,"2021-03",0.889520541517431,0.736160927831809
387,0.0439999997615814,0.068400003015995,0.0672999992966651,0.289400011301041,0.29899999499321,0.242200002074242,0.159999996423721,"2020-10",0.62265210374458,0.407313693073947
387,0.0662000030279159,0.0838999971747398,0.0939999967813491,0.195199996232986,0.211400002241135,0.267599999904633,0.198599994182587,"2020-11",0.349930850263267,0.200364304904911
387,0.108400002121925,0.150399997830391,0.219200000166893,0.307599991559982,0.322400003671646,0.438300013542175,0.33050000667572,"2020-12",0.167805605127878,0.122112930342822
387,0.0513999983668327,0.0967999994754791,0.0738999992609024,0.347400009632111,0.352699995040893,0.30120000243187,0.180600002408028,"2021-01",0.64918111701408,0.48655092680532
387,0.0239499993622303,0.0444499999284744,0.0214000009000301,0.481599986553192,0.497049987316132,0.217199996113777,0.096850000321865,"2021-02",0.914910531078213,0.804334504418585
387,0.0242500007152557,0.0539500005543231,0.0240000002086162,0.436199992895126,0.458449989557266,0.205599993467331,0.09740000218153,"2021-03",0.895697520346525,0.736953133200877
388,0.0452999994158744,0.0685999989509582,0.0714000016450882,0.286399990320206,0.300500005483627,0.240299999713898,0.158700004220009,"2020-10",0.600894336230092,0.390894854660375
388,0.064699999988079,0.0826999992132186,0.0926999971270561,0.196600005030632,0.212200000882149,0.263399988412857,0.195199996232986,"2020-11",0.359142783023359,0.20492290027385
388,0.112800002098083,0.154400005936623,0.225199997425079,0.310799986124039,0.32150000333786,0.438499987125397,0.328900009393692,"2020-12",0.159701476354831,0.117841397058074
388,0.0557000003755092,0.100900001823902,0.0790000036358833,0.333400011062622,0.342599987983704,0.305400013923645,0.188299998641014,"2021-01",0.616876814644936,0.45766920074017
388,0.0231500007212162,0.0444499999284744,0.0217000003904104,0.485799998044968,0.491750001907349,0.218199998140335,0.100000001490116,"2021-02",0.914482756818477,0.804402459953794
388,0.0242500007152557,0.0527999997138977,0.024049999192357,0.451799988746643,0.464800000190735,0.207249999046326,0.0979999974370002,"2021-03",0.898917727006688,0.7561561916354
389,0.046399999409914,0.0714000016450882,0.0737999975681305,0.280800014734268,0.300799995660782,0.236699998378754,0.156399995088577,"2020-10",0.583756373334839,0.37619950654013
389,0.0644999966025352,0.0850000008940696,0.0949999988079071,0.196199998259544,0.208700001239777,0.260199993848801,0.193200007081032,"2020-11",0.347527474144157,0.197278642720293
389,0.111199997365475,0.155399993062019,0.223199993371964,0.306400001049042,0.318199992179871,0.432099997997284,0.325199991464615,"2020-12",0.157099714036134,0.114815644385972
389,0.0533000007271766,0.0991000011563301,0.0758000016212463,0.339399993419647,0.352800011634827,0.299899995326996,0.182799994945526,"2021-01",0.634874746981726,0.472587744692259
389,0.0234500002115964,0.0465000011026859,0.0234999991953372,0.449600011110306,0.475699990987778,0.215849995613098,0.0960500016808509,"2021-02",0.900655258155014,0.752973211226171
389,0.024049999192357,0.0540499985218048,0.0241500008851289,0.424199998378754,0.456099987030029,0.204099997878075,0.0974500030279159,"2021-03",0.89227165863821,0.720174971081117
390,0.0456000007688999,0.0731000006198883,0.0745000019669532,0.278800010681152,0.292100012302399,0.245900005102158,0.166400000452995,"2020-10",0.57826210416156,0.369092365671126
390,0.0672999992966651,0.0872000008821487,0.0971999987959861,0.1925999969244,0.211199998855591,0.26910001039505,0.20160000026226,"2020-11",0.329192544986995,0.18764013710229
390,0.113200001418591,0.151999995112419,0.222200006246567,0.306800007820129,0.322499990463257,0.433800011873245,0.32829999923706,"2020-12",0.159924384355302,0.118090452172462
390,0.0535999983549118,0.0991000011563301,0.0734999999403953,0.351000010967255,0.356099992990494,0.295100003480911,0.177200004458427,"2021-01",0.653710256528661,0.499100731017187
390,0.0242999996989965,0.0484500005841255,0.024049999192357,0.446000009775162,0.475800007581711,0.215100005269051,0.0961500033736229,"2021-02",0.897670465977934,0.749174405079949
390,0.0233500003814697,0.0535999983549118,0.0244500003755092,0.423599988222122,0.456400007009506,0.201700001955032,0.0966499969363212,"2021-03",0.890860390591522,0.715232840665362
391,0.0432000011205673,0.0703999996185302,0.0689999982714653,0.293000012636185,0.29789999127388,0.242500007152557,0.161400005221367,"2020-10",0.618784551423299,0.404916875197177
391,0.0639000013470649,0.0848999992012977,0.0926999971270561,0.193599998950958,0.210299998521805,0.268999993801117,0.200699999928474,"2020-11",0.352427534775124,0.19853607508255
391,0.112199999392033,0.155200004577637,0.223199993371964,0.308800011873245,0.322200000286102,0.434899985790253,0.328900009393692,"2020-12",0.160902288829541,0.118461139782741
391,0.0520000010728836,0.099600002169609,0.0736000016331672,0.347600013017654,0.365700006484985,0.294699996709824,0.173500001430511,"2021-01",0.65052232159022,0.489565481153746
391,0.024100000038743,0.047249998897314,0.02449999935925,0.456800013780594,0.481900006532669,0.215800002217293,0.0966499969363212,"2021-02",0.898192401037266,0.759460334301654
391,0.024100000038743,0.0537000000476837,0.0248499996960163,0.405200004577637,0.446550011634827,0.202299997210503,0.096850000321865,"2021-03",0.884432045347901,0.692275498160871
392,0.0397000014781951,0.0672999992966651,0.0631000027060508,0.301600009202957,0.303700000047684,0.236300006508827,0.153999999165535,"2020-10",0.653962157139747,0.43129951177396
392,0.0593000017106533,0.0824000015854835,0.0898000001907348,0.192200005054474,0.207699999213219,0.261400014162064,0.192300006747246,"2020-11",0.363120577869134,0.199028193181035
392,0.110799998044968,0.155200004577637,0.227599993348122,0.313400000333786,0.326499998569489,0.437599986791611,0.328599989414215,"2020-12",0.158595208849692,0.116071439586608
392,0.0538000017404556,0.102099999785423,0.0789000019431114,0.342799991369247,0.356599986553192,0.300900012254715,0.182600006461143,"2021-01",0.625800316839611,0.467013504811626
392,0.024100000038743,0.046399999409914,0.023199999704957,0.461800009012222,0.489749997854233,0.218400001525879,0.0995500013232231,"2021-02",0.904329899843421,0.772047187397543
392,0.0240000002086162,0.0546000003814697,0.023199999704957,0.434799998998642,0.462700009346008,0.20550000667572,0.0966999977827072,"2021-03",0.89868995733351,0.738163559135627
393,0.0392999984323978,0.0627999976277351,0.0579000003635883,0.312000006437302,0.308600008487701,0.233300000429153,0.151399999856949,"2020-10",0.68694242065935,0.465503979554644
393,0.0627000033855438,0.0804999992251396,0.0879999995231628,0.193200007081032,0.210199996829033,0.257400006055832,0.189500004053116,"2020-11",0.374110971149244,0.210240236097197
393,0.109399996697903,0.153200000524521,0.223000004887581,0.312200009822845,0.325800001621246,0.441000014543533,0.32820001244545,"2020-12",0.166666671307038,0.121877905967344
393,0.0571999996900558,0.100299999117851,0.0824000015854835,0.331000000238419,0.34290000796318,0.306800007820129,0.187999993562698,"2021-01",0.601354614310893,0.445073038712174
393,0.0230999998748302,0.0474000014364719,0.024100000038743,0.464800000190735,0.488649994134903,0.219449996948242,0.100500002503395,"2021-02",0.901411331448431,0.767155240981193
393,0.0233999993652105,0.0542999990284442,0.0233999993652105,0.445800006389618,0.468400001525879,0.207800000905991,0.097300000488758,"2021-03",0.900255758404923,0.748564550978384
394,0.0395999997854232,0.0603000000119209,0.062399998307228,0.29899999499321,0.306400001049042,0.232500001788139,0.151099994778633,"2020-10",0.65467626195912,0.429744258601969
394,0.0590000003576278,0.0785000026226043,0.0873000025749206,0.18979999423027,0.203199997544289,0.256500005722046,0.192300006747246,"2020-11",0.369902536402446,0.201597024410103
394,0.108999997377396,0.155000001192093,0.224000006914139,0.309599995613098,0.320100009441376,0.434899985790253,0.327600002288818,"2020-12",0.160419768166305,0.116551367099326
394,0.0546000003814697,0.0975999981164932,0.0746999979019165,0.344799995422363,0.368400007486343,0.293700009584427,0.17339999973774,"2021-01",0.643861744502235,0.48807372864174
394,0.0237499997019767,0.0465499982237815,0.0256999991834163,0.43979999423027,0.465750008821487,0.211999997496605,0.0945999994874,"2021-02",0.889581097542243,0.731173298337701
394,0.0242999996989965,0.0519500002264976,0.0252500008791685,0.409999996423721,0.437900006771088,0.199699997901917,0.0957499966025352,"2021-03",0.883974722409489,0.69738987573125
395,0.0427000001072883,0.0649999976158142,0.0676999986171722,0.294400006532669,0.303000003099441,0.240899994969368,0.160199999809265,"2020-10",0.626070159324316,0.410584287205069
395,0.0619000010192394,0.0821999981999397,0.0903000012040138,0.191799998283386,0.206499993801117,0.264299988746643,0.201299995183945,"2020-11",0.359801479134373,0.199905458010473
395,0.108000002801418,0.153400003910065,0.223000004887581,0.308200001716614,0.323599994182587,0.434799998998642,0.329600006341934,"2020-12",0.160391558301536,0.116000430731363
395,0.0546999983489513,0.100100003182888,0.0706999972462654,0.349999994039536,0.368099987506866,0.294400006532669,0.174799993634224,"2021-01",0.663893516944546,0.511932253494406
395,0.0251499991863966,0.048650000244379,0.0244500003755092,0.425999999046326,0.456800013780594,0.209199994802475,0.094200000166893,"2021-02",0.891441889635292,0.72530389704949
395,0.024550000205636,0.0518999993801116,0.0254999995231628,0.395500004291534,0.433800011873245,0.197400003671646,0.0944499969482421,"2021-03",0.878859860845101,0.677966110487731
396,0.0403999984264373,0.061099998652935,0.0601000003516674,0.305999994277954,0.30689999461174,0.233400002121925,0.153600007295608,"2020-10",0.671674399162613,0.450828674921953
396,0.0623000003397464,0.0798999965190887,0.0872000008821487,0.19200000166893,0.209299996495247,0.263099998235703,0.195099994540215,"2020-11",0.375358165577411,0.209944309499833
396,0.108800001442432,0.153400003910065,0.222000002861023,0.310999989509583,0.321599990129471,0.435900002717972,0.330900013446808,"2020-12",0.166979339441859,0.121784327928787
396,0.0531999990344047,0.0982000008225441,0.0707999989390373,0.363200008869171,0.369599997997284,0.293700009584427,0.17339999973774,"2021-01",0.673732729653199,0.526277911948572
396,0.0252999998629093,0.0507999993860721,0.0260499995201826,0.437200009822845,0.467150002717972,0.210449993610382,0.0952999964356422,"2021-02",0.887533733427761,0.732235098784819
396,0.0239499993622303,0.0520000010728836,0.0265999995172023,0.386000007390976,0.420700013637543,0.197500005364418,0.0943500027060508,"2021-03",0.871061565332829,0.657771931098285
397,0.0388999991118907,0.0571999996900558,0.0603000000119209,0.308200001716614,0.313100010156631,0.226099997758865,0.143099993467331,"2020-10",0.672727274197722,0.449664429865798
397,0.0579000003635883,0.0764999985694885,0.0828000009059906,0.190999999642372,0.207300007343292,0.250200003385544,0.180899992585182,"2020-11",0.395178957339957,0.215787161528101
397,0.107799999415874,0.151800006628036,0.223800003528595,0.314200013875961,0.32829999923706,0.439200013875961,0.331000000238419,"2020-12",0.168029753574132,0.122261304326665
397,0.0527999997138977,0.0983999967575073,0.0746999979019165,0.345200002193451,0.356900006532669,0.303700000047684,0.18520000576973,"2021-01",0.644201010312214,0.483934460226813
397,0.0260000005364418,0.0498000010848045,0.0254999995231628,0.453999996185303,0.47664999961853,0.216800004243851,0.100249998271465,"2021-02",0.893639208544783,0.758675637232611
397,0.0239000003784894,0.0526500009000301,0.0256999991834163,0.403200000524521,0.448049992322922,0.203250005841255,0.0967999994754791,"2021-03",0.880158548841609,0.684794839671032
398,0.0364999994635582,0.0586000010371208,0.0564000010490417,0.305999994277954,0.316599994897842,0.221100002527237,0.137700006365776,"2020-10",0.688741712051339,0.455258440141635
398,0.0570000000298023,0.0746999979019165,0.0782999992370605,0.19539999961853,0.208299994468689,0.246299996972084,0.175600007176399,"2020-11",0.427840704680652,0.236527431671251
398,0.105400003492832,0.157000005245209,0.230199992656708,0.324200004339218,0.332899987697601,0.442099988460541,0.330199986696243,"2020-12",0.169552691543758,0.122721832626092
398,0.062399998307228,0.10360000282526,0.0848999992012977,0.329800009727478,0.349400013685226,0.312400013208389,0.193800002336502,"2021-01",0.59054739631858,0.446506722901886
398,0.0243999995291233,0.0480999983847141,0.025000000372529,0.460399985313416,0.483900010585785,0.218449994921684,0.0997999981045723,"2021-02",0.896992166832473,0.762575290145903
398,0.02449999935925,0.0525499992072582,0.024049999192357,0.44080001115799,0.46900001168251,0.208299994468689,0.0974500030279159,"2021-03",0.896525766776982,0.743479517357018
399,0.0408000014722347,0.066100001335144,0.0632999986410141,0.300999999046326,0.310600012540817,0.232999995350838,0.150800004601478,"2020-10",0.652484221559939,0.432244697208851
399,0.0604999996721744,0.0808999985456466,0.0896999984979629,0.195800006389618,0.206599995493889,0.259400010108948,0.190400004386902,"2020-11",0.371628742820629,0.207186111902439
399,0.112800002098083,0.152600005269051,0.223199993371964,0.310999989509583,0.323000013828278,0.436100006103516,0.329199999570847,"2020-12",0.164357916419267,0.121660568879807
399,0.0538000017404556,0.0992999970912933,0.0734999999403953,0.348399996757507,0.356099992990494,0.297699987888336,0.179100006818771,"2021-01",0.651576200447215,0.495887149362187
399,0.0239499993622303,0.047249998897314,0.0235500000417232,0.443399995565414,0.469049990177154,0.209800004959106,0.0949499979615211,"2021-02",0.899132668323069,0.747024171920887
399,0.0240000002086162,0.0542000010609626,0.0255500003695487,0.412900000810623,0.432550013065338,0.19879999756813,0.0947000011801719,"2021-03",0.883453071954494,0.698582455692147
400,0.0390999987721443,0.0631000027060508,0.0612000003457069,0.310999989509583,0.310000002384186,0.231499999761581,0.149599999189377,"2020-10",0.671144535122092,0.450918785914457
400,0.0623000003397464,0.0808999985456466,0.0913000032305717,0.196600005030632,0.207900002598763,0.259900003671646,0.191699996590614,"2020-11",0.365751992978494,0.206123008255156
400,0.108000002801418,0.152199998497963,0.221200004220009,0.312400013208389,0.32379999756813,0.437200009822845,0.330799996852875,"2020-12",0.17091455399103,0.124617413799698
400,0.0557999983429908,0.0998999997973442,0.0749000012874603,0.343199998140335,0.355399996042252,0.296400010585785,0.179499998688698,"2021-01",0.641712502320176,0.488137677900333
400,0.0249000005424022,0.0472999997437,0.0243999995291233,0.444999992847443,0.476599991321564,0.209099993109703,0.096400000154972,"2021-02",0.896037494991909,0.748585052369131
400,0.0235500000417232,0.0538499988615512,0.0261000003665685,0.409900009632111,0.430049985647201,0.200450003147125,0.0951500013470649,"2021-03",0.880275230421909,0.690349862550224
401,0.0406999997794628,0.0625,0.0621000006794929,0.308600008487701,0.315400004386902,0.226400002837181,0.143999993801117,"2020-10",0.664958191832769,0.447872388642293
401,0.0627000033855438,0.0797000005841255,0.0891000032424926,0.194199994206429,0.208399996161461,0.247999995946884,0.18189999461174,"2020-11",0.37098479318866,0.208771983519745
401,0.105599999427795,0.154400005936623,0.224999994039535,0.314200013875961,0.328000009059906,0.43970000743866,0.331400007009506,"2020-12",0.165430301422409,0.119111233675281
401,0.0601000003516674,0.0983999967575073,0.0815000012516975,0.329800009727478,0.351300001144409,0.302500009536743,0.186000004410744,"2021-01",0.603695603811574,0.453748046171308
401,0.02449999935925,0.0471000000834465,0.0243999995291233,0.446000009775162,0.467449992895126,0.213300004601478,0.0985499992966651,"2021-02",0.896258507455344,0.74823413681128
401,0.0247499998658895,0.0533000007271766,0.0260499995201826,0.413599997758865,0.437099993228912,0.200900003314018,0.0965500026941299,"2021-03",0.881496646507888,0.699915116921352
402,0.0368999987840652,0.0632999986410141,0.0595000013709068,0.313800007104874,0.315100014209747,0.220500007271767,0.13910000026226,"2020-10",0.681221537530358,0.456045337817645
402,0.0592000000178813,0.0793000012636184,0.0810000002384185,0.19539999961853,0.211099997162819,0.242599993944168,0.172399997711182,"2020-11",0.413892906799275,0.231129786842421
402,0.110600002110004,0.154200002551079,0.22859999537468,0.314599990844727,0.335900008678436,0.443599998950958,0.330199986696243,"2020-12",0.158321056060024,0.115796841052051
402,0.0571000017225742,0.101300001144409,0.0835999995470047,0.323399990797043,0.335799992084503,0.31580001115799,0.199200004339218,"2021-01",0.589189181668847,0.429210659593191
402,0.0239000003784894,0.0466499999165535,0.0242999996989965,0.449400007724762,0.477649986743927,0.216700002551079,0.0993499979376792,"2021-02",0.897403422764744,0.750556176243969
402,0.0248000007122755,0.0545499995350837,0.0253500007092952,0.415100008249283,0.453750014305115,0.205050006508827,0.0965000018477439,"2021-03",0.884890452066358,0.705455411089488
550,0.0636499971151351,0.0795999988913536,0.103950001299381,0.225099995732307,0.234400004148483,0.291449993848801,0.229900002479553,"2020-10",0.368181113890905,0.220846915088091
550,0.070200003683567,0.0899000018835067,0.111199997365475,0.212999999523163,0.230499997735023,0.298599988222122,0.249500006437302,"2020-11",0.314003711087808,0.188003260434057
550,0.109300002455711,0.146999999880791,0.204899996519089,0.289900004863739,0.308099985122681,0.41975000500679,0.331900000572205,"2020-12",0.171786596821138,0.12503311180472
550,0.0868000015616417,0.116400003433227,0.160600006580353,0.254799991846085,0.276899993419647,0.384799987077713,0.333499997854233,"2021-01",0.226769344300837,0.150248794319935
550,0.0309500005096197,0.0530500002205371,0.0366499982774257,0.408699989318848,0.411500006914139,0.242050006985664,0.132499992847443,"2021-02",0.835410354560736,0.666052019654811
550,0.0275999996811151,0.0590999983251094,0.031199999153614,0.379200011491776,0.401100009679794,0.213499993085861,0.105099998414516,"2021-03",0.847953224442907,0.639988248646642
551,0.0621000006794929,0.0794000029563903,0.100649997591972,0.223100006580353,0.233549997210503,0.291249990463257,0.22834999859333,"2020-10",0.378223961112918,0.224885234443611
551,0.070200003683567,0.0938000008463859,0.113600000739098,0.216999992728233,0.230900004506111,0.301600009202957,0.24889999628067,"2020-11",0.312764652245383,0.188397336719017
551,0.110100001096725,0.14810000360012,0.209399998188019,0.291900008916855,0.306600004434586,0.421750009059906,0.334850013256073,"2020-12",0.164572131577043,0.119735292468173
551,0.0859000012278556,0.118600003421307,0.162000000476837,0.250400006771088,0.274599999189377,0.387100011110306,0.338699996471405,"2021-01",0.214355006645542,0.140037395479747
551,0.0368000008165836,0.0613499991595745,0.0504000000655651,0.372500002384186,0.404100000858307,0.246250003576279,0.141849994659424,"2021-02",0.761645780214657,0.575630858333743
551,0.0335999988019466,0.0640000030398368,0.0388000011444091,0.348800003528595,0.387899994850159,0.216900005936623,0.109999999403953,"2021-03",0.799793598159822,0.582882065782151
552,0.062899999320507,0.0798000022768974,0.104950003325939,0.221599996089935,0.23285000026226,0.295800000429153,0.233300000429153,"2020-10",0.357219393577269,0.211391379392413
552,0.0736000016331672,0.0949999988079071,0.114600002765656,0.217800006270409,0.229300007224083,0.303099989891052,0.252900004386902,"2020-11",0.310469316183311,0.190631008377584
552,0.108499996364117,0.145300000905991,0.205899998545647,0.287099987268448,0.30485001206398,0.420749992132187,0.334049999713898,"2020-12",0.164705864217653,0.118800275708325
552,0.0879999995231628,0.117399998009205,0.160199999809265,0.253199994564056,0.275700002908707,0.38730001449585,0.337000012397766,"2021-01",0.2249637059037,0.149575390720737
552,0.0384000018239021,0.0588000006973743,0.0480000004172325,0.369599997997284,0.410450011491776,0.245100006461143,0.139400005340576,"2021-02",0.770114939657701,0.587032711511675
552,0.0333000011742115,0.0597999989986419,0.0368000008165836,0.348399996757507,0.38730001449585,0.214900001883507,0.108000002801418,"2021-03",0.808930420309749,0.590397509624011
553,0.062950000166893,0.0816499963402748,0.10700000077486,0.221200004220009,0.23139999806881,0.298799991607666,0.235049992799759,"2020-10",0.347958567054055,0.205236962097287
553,0.0742999985814094,0.093199998140335,0.113399997353554,0.217800006270409,0.230599999427795,0.303600013256073,0.252499997615814,"2020-11",0.315217414778137,0.194638146158644
553,0.109600000083447,0.144299998879433,0.205300003290176,0.287999987602234,0.305949985980987,0.420450001955032,0.333000004291534,"2020-12",0.167646433891977,0.121775214961789
553,0.0873999968171119,0.117600001394749,0.162000000476837,0.252000004053116,0.275000005960464,0.385899990797043,0.334100008010864,"2021-01",0.217391310607503,0.143449158128467
553,0.0374500006437301,0.0595999993383884,0.0481499992311,0.374599993228912,0.410050004720688,0.244249999523163,0.138150006532669,"2021-02",0.772205794962116,0.590272123362659
553,0.0333000011742115,0.0586999990046024,0.0368000008165836,0.346599996089935,0.390599995851517,0.21340000629425,0.10700000077486,"2021-03",0.808033379689587,0.5877888610619
554,0.0640000030398368,0.0782499983906745,0.101599998772144,0.222100004553795,0.230499997735023,0.293949991464615,0.231499999761581,"2020-10",0.372258277860804,0.222867515101158
554,0.0716999992728233,0.0912000015377998,0.111400000751018,0.217199996113777,0.226300001144409,0.301899999380112,0.249899998307228,"2020-11",0.321971991394421,0.196238444348407
554,0.105800002813339,0.142800003290176,0.202500000596046,0.28150001168251,0.301800012588501,0.418900012969971,0.330650001764297,"2020-12",0.16322315926099,0.115971831117781
554,0.0856000036001205,0.115800000727177,0.159400001168251,0.248999997973442,0.270700007677078,0.386599987745285,0.33270001411438,"2021-01",0.21939274484206,0.143277469085106
554,0.0358499996364116,0.0576499998569488,0.0475500002503395,0.374000012874603,0.407750010490417,0.245399996638298,0.136849999427795,"2021-02",0.774403991128587,0.586960836809999
554,0.0309999994933605,0.0579000003635883,0.0331000015139579,0.35699999332428,0.391699999570847,0.212899997830391,0.105499997735023,"2021-03",0.830299913089292,0.612009655903981
555,0.0608499981462955,0.0781499966979026,0.100100003182888,0.225500002503395,0.23395000398159,0.29025000333786,0.229399994015694,"2020-10",0.385135126322235,0.228878052291733
555,0.0723000019788742,0.093299999833107,0.118400000035763,0.216600000858307,0.230599999427795,0.304800003767013,0.254200011491776,"2020-11",0.293134330031229,0.177288322438986
555,0.107299998402596,0.143800005316734,0.200200006365776,0.285100013017654,0.300999999046326,0.418850004673004,0.336199998855591,"2020-12",0.174943340739494,0.126222835273002
555,0.0864999964833259,0.119000002741814,0.160600006580353,0.25780001282692,0.276899993419647,0.386999994516373,0.33899998664856,"2021-01",0.232313579679718,0.154516264558831
555,0.0337000004947185,0.0573999993503093,0.0438000001013278,0.386599987745285,0.40064999461174,0.247449994087219,0.144199997186661,"2021-02",0.796468395268927,0.613611125574198
555,0.0337000004947185,0.060199998319149,0.0386000014841556,0.340000003576279,0.38060000538826,0.220400005578995,0.113899998366833,"2021-03",0.796090855952345,0.571331084065105
556,0.0618500001728534,0.0791499987244606,0.105999998748302,0.221699997782707,0.231549993157387,0.295300006866455,0.234400004148483,"2020-10",0.353066830208087,0.207522465068222
